glycan_ID,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,form_name
G00747UC,unassigned,10,GlcNAc,b,D,p,6,4,GlcpNAc,10,
G00789VI,unassigned,4,GlcNAc,b,D,p,O152,3|6,GlcpNAc,4,
G00789VI,unassigned,6,Fuc,a,L,p,4,3,Fucp,6,
G00789VI,unassigned,7,Gal,b,D,p,4,4,Galp,7,
G00798PL,unassigned,11,Man,a,D,p,x,x,Manp,11,
G00798PL,unassigned,12,Man,a,D,p,x,x,Manp,12,
G00798PL,unassigned,13,Man,a,D,p,x,x,Manp,13,
G00798PL,unassigned,8,Man,a,D,p,x,x,Manp,8,
G00798PL,unassigned,9,Man,a,D,p,x,x,Manp,9,
G00798PL,unassigned,10,Man,a,D,p,x,x,Manp,10,
G00800WJ,unassigned,11,GlcNAc,b,D,p,10,x,GlcpNAc,11,
G00800WJ,unassigned,13,Gal,b,D,p,11,4,Galp,13,
G00800WJ,unassigned,14,GlcNAc,b,D,p,10,x,GlcpNAc,14,
G00800WJ,unassigned,16,Gal,b,D,p,14,4,Galp,16,
